Time,True_Pitch,Sensor_Pitch
166.8,4.221639628,4.173184073
166.9,4.135402871,4.244150323
167,4.045084972,3.907964691
167.1,3.950775062,3.924216535
167.2,3.852566214,3.985539956
167.3,3.750555348,3.765301948
167.4,3.644843137,3.582000837
167.5,3.535533906,3.473513875
167.6,3.42273553,3.429241542
167.7,3.306559327,3.294270998
167.8,3.187119949,3.212202366
167.9,3.064535268,3.124814928
168,2.938926261,3.029236331
168.1,2.810416889,2.827891881
168.2,2.679133975,2.892966777
168.3,2.545207079,2.468267625
168.4,2.408768371,2.493632617
168.5,2.269952499,2.287717998
168.6,2.128896458,2.189970457
168.7,1.985739453,1.973766721
168.8,1.840622763,1.800551389
168.9,1.693689601,1.673126438
169,1.545084972,1.518710622
169.1,1.39495553,1.234450634
169.2,1.243449436,1.282360106
169.3,1.090716207,1.155290134
169.4,0.936906573,0.827124756
169.5,0.782172325,0.798712092
169.6,0.626666168,0.579314374
169.7,0.470541567,0.52920512
169.8,0.313952598,0.228417394
169.9,0.157053795,0.173947388
170,-7.35E-15,-0.126723008
170.1,-0.157053795,-0.136585486
170.2,-0.313952598,-0.263806763
170.3,-0.470541567,-0.600306385
170.4,-0.626666168,-0.587868959
170.5,-0.782172325,-0.819168524
170.6,-0.936906573,-0.820807827
170.7,-1.090716207,-1.13198509
170.8,-1.243449436,-1.201046891
170.9,-1.39495553,-1.18373032
171,-1.545084972,-1.472258614
171.1,-1.693689601,-1.625474746
171.2,-1.840622763,-2.032850436
171.3,-1.985739453,-1.90502296
171.4,-2.128896458,-2.068405754
171.5,-2.269952499,-2.142448525
171.6,-2.408768371,-2.373174744
171.7,-2.545207079,-2.542919181
171.8,-2.679133975,-2.607437441
171.9,-2.810416889,-2.893530782
172,-2.938926261,-2.911612958
172.1,-3.064535268,-3.078041371
172.2,-3.187119949,-3.114340444
172.3,-3.306559327,-3.360164306
172.4,-3.42273553,-3.371572974
172.5,-3.535533906,-3.485043399
172.6,-3.644843137,-3.61709925
172.7,-3.750555348,-3.956480474
172.8,-3.852566214,-3.863526952
172.9,-3.950775062,-3.992657002
173,-4.045084972,-4.04421778
173.1,-4.135402871,-4.266355962
173.2,-4.221639628,-4.41819822
173.3,-4.303710135,-4.322327425
173.4,-4.3815334,-4.52770008
173.5,-4.455032621,-4.348513397
173.6,-4.524135262,-4.556584447
173.7,-4.588773128,-4.514347135
173.8,-4.648882429,-4.635660111
173.9,-4.704403845,-4.665126587
174,-4.755282581,-4.612205536
174.1,-4.801468428,-4.836528605
174.2,-4.842915806,-4.842816248
174.3,-4.87958381,-4.759736895
174.4,-4.911436254,-5.029421915
174.5,-4.938441703,-5.106979532
174.6,-4.960573507,-4.92424386
174.7,-4.977809823,-4.986163985
174.8,-4.990133642,-4.935105078
174.9,-4.997532802,-4.894633937
175,-5,-4.957260301
175.1,-4.997532802,-5.066013356
175.2,-4.990133642,-5.012655571
175.3,-4.977809823,-4.924426097
175.4,-4.960573507,-4.764430671
175.5,-4.938441703,-4.879259299
175.6,-4.911436254,-4.72969789
175.7,-4.87958381,-4.918748873
175.8,-4.842915806,-4.804232171
175.9,-4.801468428,-4.726324876
176,-4.755282581,-4.770637667
176.1,-4.704403845,-4.546757863
176.2,-4.648882429,-4.583266379
176.3,-4.588773128,-4.691455147
176.4,-4.524135262,-4.529994125
176.5,-4.455032621,-4.39195057
176.6,-4.3815334,-4.185015904
176.7,-4.303710135,-4.260596542
176.8,-4.221639628,-4.128140741
176.9,-4.135402871,-3.928732097
177,-4.045084972,-3.842991283
177.1,-3.950775062,-4.039133993
177.2,-3.852566214,-3.669903653
177.3,-3.750555348,-3.828626879
177.4,-3.644843137,-3.644845097
177.5,-3.535533906,-3.730115324
177.6,-3.42273553,-3.425955453
177.7,-3.306559327,-3.353655712
177.8,-3.187119949,-3.11473676
177.9,-3.064535268,-3.034461614
178,-2.938926261,-2.851172496
178.1,-2.810416889,-2.963704147
178.2,-2.679133975,-2.61121992
178.3,-2.545207079,-2.735044507
178.4,-2.408768371,-2.528210729
178.5,-2.269952499,-2.289688835
178.6,-2.128896458,-2.066026644
178.7,-1.985739453,-1.956377325
178.8,-1.840622763,-1.798399246
178.9,-1.693689601,-1.668861377
179,-1.545084972,-1.598543921
179.1,-1.39495553,-1.450086258
179.2,-1.243449436,-1.093614706
179.3,-1.090716207,-1.04203229
179.4,-0.936906573,-0.693814598
179.5,-0.782172325,-0.840704599
179.6,-0.626666168,-0.501844765
179.7,-0.470541567,-0.40423313
179.8,-0.313952598,-0.239157205
179.9,-0.157053795,-0.115423057
180,-1.10E-14,0.057307576
180.1,0.157053795,0.173173859
180.2,0.313952598,0.239780309
180.3,0.470541567,0.458255477
180.4,0.626666168,0.7480259
180.5,0.782172325,0.758853521
180.6,0.936906573,0.920062494
180.7,1.090716207,1.213603368
180.8,1.243449436,1.180763221
180.9,1.39495553,1.450278122
181,1.545084972,1.325447807
181.1,1.693689601,1.707341071
181.2,1.840622763,1.843936953
181.3,1.985739453,1.987360232
181.4,2.128896458,2.233089341
181.5,2.269952499,2.309429341
181.6,2.408768371,2.532258913
181.7,2.545207079,2.402115778
181.8,2.679133975,2.68636518
181.9,2.810416889,2.926237524
182,2.938926261,2.836938167
182.1,3.064535268,3.065463299
182.2,3.187119949,3.185579883
182.3,3.306559327,3.264735955
182.4,3.42273553,3.238283166
182.5,3.535533906,3.493856444
182.6,3.644843137,3.654722837
182.7,3.750555348,3.875956699
182.8,3.852566214,3.852278942
182.9,3.950775062,4.129310962
183,4.045084972,4.204055558
183.1,4.135402871,4.085689046
183.2,4.221639628,4.230436953
183.3,4.303710135,4.263853022
183.4,4.3815334,4.377092403
183.5,4.455032621,4.385812511
183.6,4.524135262,4.523326827
183.7,4.588773128,4.722534459
183.8,4.648882429,4.514287332
183.9,4.704403845,4.740019656
184,4.755282581,4.618817772
184.1,4.801468428,4.862868111
184.2,4.842915806,4.693865999
184.3,4.87958381,4.776210321
184.4,4.911436254,4.879953665
184.5,4.938441703,5.095183338
184.6,4.960573507,4.713246777
184.7,4.977809823,4.878659187
184.8,4.990133642,5.024131145
184.9,4.997532802,5.183250563
185,5,5.11642988
185.1,4.997532802,4.98671066
185.2,4.990133642,5.124734787
185.3,4.977809823,4.885805053
185.4,4.960573507,5.081264058
185.5,4.938441703,4.959969096
185.6,4.911436254,5.021930694
185.7,4.87958381,4.844558874
185.8,4.842915806,4.90020971
185.9,4.801468428,4.936605718
186,4.755282581,4.772667927
186.1,4.704403845,4.769819586
186.2,4.648882429,4.560200684
186.3,4.588773128,4.410456305
186.4,4.524135262,4.552155459
186.5,4.455032621,4.3549852
186.6,4.3815334,4.345477468
186.7,4.303710135,4.200216374
186.8,4.221639628,4.215369174
186.9,4.135402871,4.075772173
187,4.045084972,4.098480526
187.1,3.950775062,3.870399682
187.2,3.852566214,3.892808098
187.3,3.750555348,3.535018625
187.4,3.644843137,3.560222555
187.5,3.535533906,3.565746662
187.6,3.42273553,3.513390913
187.7,3.306559327,3.344708259
187.8,3.187119949,3.071819593
187.9,3.064535268,3.308983359
188,2.938926261,2.904754969
188.1,2.810416889,2.756352616
188.2,2.679133975,2.746376922
188.3,2.545207079,2.689221889
188.4,2.408768371,2.367173144
188.5,2.269952499,2.394934647
188.6,2.128896458,2.32894648
188.7,1.985739453,1.967134796
188.8,1.840622763,1.842451339
188.9,1.693689601,1.560401187
189,1.545084972,1.597835038
189.1,1.39495553,1.528143302
189.2,1.243449436,1.224011525
189.3,1.090716207,1.127667164
189.4,0.936906573,0.886678794
189.5,0.782172325,0.685360274
189.6,0.626666168,0.702198103
189.7,0.470541567,0.457434326
189.8,0.313952598,0.367555704
189.9,0.157053795,0.081918248
190,2.93977129859024e-14,-0.000265692
190.1,-0.157053795,-0.205128399
190.2,-0.313952598,-0.247676707
190.3,-0.470541567,-0.352391596
190.4,-0.626666168,-0.496208269
190.5,-0.782172325,-0.842261747
190.6,-0.936906573,-0.97543916
190.7,-1.090716207,-1.050253241
190.8,-1.243449436,-1.281168595
190.9,-1.39495553,-1.342995216
191,-1.545084972,-1.601524442
191.1,-1.693689601,-1.654471261
191.2,-1.840622763,-1.824991989
191.3,-1.985739453,-2.039644289
191.4,-2.128896458,-2.069746635
191.5,-2.269952499,-2.299227511
191.6,-2.408768371,-2.556225604
191.7,-2.545207079,-2.558178995
191.8,-2.679133975,-2.784255597
191.9,-2.810416889,-2.720582446
192,-2.938926261,-2.874124918
192.1,-3.064535268,-3.064688389
192.2,-3.187119949,-3.144864438
192.3,-3.306559327,-3.402053012
192.4,-3.42273553,-3.546726053
192.5,-3.535533906,-3.51881639
192.6,-3.644843137,-3.714171431
192.7,-3.750555348,-3.895787435
192.8,-3.852566214,-3.919273823
192.9,-3.950775062,-4.086739385
193,-4.045084972,-4.013125186
193.1,-4.135402871,-4.075223674
193.2,-4.221639628,-4.333627108
193.3,-4.303710135,-4.332731024
193.4,-4.3815334,-4.233903602
193.5,-4.455032621,-4.601821559
193.6,-4.524135262,-4.392816947
193.7,-4.588773128,-4.570588991
193.8,-4.648882429,-4.624065539
193.9,-4.704403845,-4.845151445
194,-4.755282581,-4.976075809
194.1,-4.801468428,-4.927663284
194.2,-4.842915806,-4.590965147
194.3,-4.87958381,-4.820779443
194.4,-4.911436254,-4.885959674
194.5,-4.938441703,-4.762395929
194.6,-4.960573507,-5.109651437
194.7,-4.977809823,-4.966117634
194.8,-4.990133642,-5.087546211
194.9,-4.997532802,-4.818983768
195,-5,-4.866452674
195.1,-4.997532802,-5.054813032
195.2,-4.990133642,-5.059253192
195.3,-4.977809823,-4.94466937
195.4,-4.960573507,-4.968434311
195.5,-4.938441703,-4.89855669
195.6,-4.911436254,-4.864135342
195.7,-4.87958381,-4.901093524
195.8,-4.842915806,-4.792603998
195.9,-4.801468428,-4.785553012
196,-4.755282581,-4.779360036
196.1,-4.704403845,-4.646656791
196.2,-4.648882429,-4.63388794
196.3,-4.588773128,-4.608230357
196.4,-4.524135262,-4.33537538
196.5,-4.455032621,-4.349414726
196.6,-4.3815334,-4.220228136
196.7,-4.303710135,-4.487342632
196.8,-4.221639628,-4.304554787
196.9,-4.135402871,-4.228878401
197,-4.045084972,-4.048063885
197.1,-3.950775062,-3.861784545
197.2,-3.852566214,-3.73467249
197.3,-3.750555348,-3.845460544
197.4,-3.644843137,-3.571725328
197.5,-3.535533906,-3.507732043
197.6,-3.42273553,-3.231024527
197.7,-3.306559327,-3.281996092
197.8,-3.187119949,-3.189302489
197.9,-3.064535268,-3.116509503
198,-2.938926261,-2.957400329
198.1,-2.810416889,-2.587420037
198.2,-2.679133975,-2.705831401
198.3,-2.545207079,-2.514695479
198.4,-2.408768371,-2.424957448
198.5,-2.269952499,-2.103794956
198.6,-2.128896458,-2.161215812
198.7,-1.985739453,-1.966253243
198.8,-1.840622763,-1.71091505
198.9,-1.693689601,-1.70007382
199,-1.545084972,-1.481150615
199.1,-1.39495553,-1.436982194
199.2,-1.243449436,-1.119742579
199.3,-1.090716207,-1.118290575
199.4,-0.936906573,-1.002463087
199.5,-0.782172325,-0.68642327
199.6,-0.626666168,-0.509935851
199.7,-0.470541567,-0.335512313
199.8,-0.313952598,-0.262838159
199.9,-0.157053795,-0.064575428
200,-1.22E-14,0.01686823
200.1,0.157053795,-0.028779276
200.2,0.313952598,0.242636414
200.3,0.470541567,0.503435165
200.4,0.626666168,0.526660313
200.5,0.782172325,0.730870093
200.6,0.936906573,0.998752767
200.7,1.090716207,1.026307393
200.8,1.243449436,1.330420808
200.9,1.39495553,1.275858004
201,1.545084972,1.507389022
201.1,1.693689601,1.671909571
201.2,1.840622763,1.791083521
201.3,1.985739453,1.940921851
201.4,2.128896458,2.016315386
201.5,2.269952499,2.23948274
201.6,2.408768371,2.363081364
201.7,2.545207079,2.560213896
201.8,2.679133975,2.588956315
201.9,2.810416889,2.895034557
202,2.938926261,2.862118818
202.1,3.064535268,2.96162885
202.2,3.187119949,3.333543141
202.3,3.306559327,3.372807242
202.4,3.42273553,3.426427556
202.5,3.535533906,3.526390399
202.6,3.644843137,3.773500421
202.7,3.750555348,3.698631208
202.8,3.852566214,3.847192249
202.9,3.950775062,3.883338512
203,4.045084972,3.946089807
203.1,4.135402871,4.201336788
203.2,4.221639628,4.052531452
203.3,4.303710135,4.272273359
203.4,4.3815334,4.067507149
203.5,4.455032621,4.494931009
203.6,4.524135262,4.696431227
203.7,4.588773128,4.740323811
203.8,4.648882429,4.657861466
203.9,4.704403845,4.787160114
204,4.755282581,4.797462703
204.1,4.801468428,4.632035059
204.2,4.842915806,4.881640106
204.3,4.87958381,4.785398633
204.4,4.911436254,5.031069726
204.5,4.938441703,4.934736207
204.6,4.960573507,4.963318285
204.7,4.977809823,5.047156962
204.8,4.990133642,5.12862736
204.9,4.997532802,5.07275914
205,5,4.949477146
205.1,4.997532802,5.072660989
205.2,4.990133642,4.856896104
205.3,4.977809823,4.911078355
205.4,4.960573507,4.811397635
205.5,4.938441703,4.801624291
205.6,4.911436254,4.905391116
205.7,4.87958381,4.988735234
205.8,4.842915806,4.871892601
205.9,4.801468428,4.693192235
206,4.755282581,4.685001409
206.1,4.704403845,4.739820491
206.2,4.648882429,4.589720255
206.3,4.588773128,4.75978181
206.4,4.524135262,4.379202152
206.5,4.455032621,4.316717683
206.6,4.3815334,4.149874801
206.7,4.303710135,4.232012352
206.8,4.221639628,4.114037464
206.9,4.135402871,4.052902018
207,4.045084972,3.991901341
207.1,3.950775062,3.886196608
207.2,3.852566214,3.859907288
207.3,3.750555348,3.884641496
207.4,3.644843137,3.435791218
207.5,3.535533906,3.51355756
207.6,3.42273553,3.462763506
207.7,3.306559327,3.264853351
207.8,3.187119949,3.183429378
207.9,3.064535268,3.10806688
208,2.938926261,2.858288234
208.1,2.810416889,2.990780936
208.2,2.679133975,2.791453234
208.3,2.545207079,2.364915319
208.4,2.408768371,2.221634498
208.5,2.269952499,2.345150558
208.6,2.128896458,2.087871606
208.7,1.985739453,1.965969836
208.8,1.840622763,1.886068548
208.9,1.693689601,1.824428383
209,1.545084972,1.392586314
209.1,1.39495553,1.476679004
209.2,1.243449436,1.417490016
209.3,1.090716207,1.133795279
209.4,0.936906573,0.806173697
209.5,0.782172325,0.717499382
209.6,0.626666168,0.674875718
209.7,0.470541567,0.351077023
209.8,0.313952598,0.372915183
209.9,0.157053795,0.114736751
210,-4.90E-15,-0.117823769
210.1,-0.157053795,-0.054697001
210.2,-0.313952598,-0.35708698
210.3,-0.470541567,-0.56776638
210.4,-0.626666168,-0.499221495
210.5,-0.782172325,-0.83887312
210.6,-0.936906573,-0.945150024
210.7,-1.090716207,-0.968995038
210.8,-1.243449436,-1.437474951
210.9,-1.39495553,-1.3212197
211,-1.545084972,-1.456731009
211.1,-1.693689601,-1.690801848
211.2,-1.840622763,-1.867741874
211.3,-1.985739453,-1.954339448
211.4,-2.128896458,-2.03581016
211.5,-2.269952499,-2.434919354
211.6,-2.408768371,-2.300958023
211.7,-2.545207079,-2.488953241
211.8,-2.679133975,-2.689493132
211.9,-2.810416889,-2.891436038
212,-2.938926261,-3.081294574
212.1,-3.064535268,-2.923804511
212.2,-3.187119949,-3.21536416
212.3,-3.306559327,-3.195221873
212.4,-3.42273553,-3.38903795
212.5,-3.535533906,-3.380536169
212.6,-3.644843137,-3.568791346
212.7,-3.750555348,-3.657890886
212.8,-3.852566214,-3.931250889
212.9,-3.950775062,-3.902633356
213,-4.045084972,-4.201490807
213.1,-4.135402871,-4.144889967
213.2,-4.221639628,-4.268757907
213.3,-4.303710135,-4.450797222
213.4,-4.3815334,-4.365077134
213.5,-4.455032621,-4.419081468
213.6,-4.524135262,-4.467844801
213.7,-4.588773128,-4.584706301
213.8,-4.648882429,-4.664037586
213.9,-4.704403845,-4.553399747
214,-4.755282581,-4.755578952
214.1,-4.801468428,-4.720031678
214.2,-4.842915806,-4.828573849
214.3,-4.87958381,-4.899051345
214.4,-4.911436254,-4.900985863
214.5,-4.938441703,-4.991767065
214.6,-4.960573507,-4.850150287
214.7,-4.977809823,-4.800349105
214.8,-4.990133642,-5.091816662
214.9,-4.997532802,-5.001023848
215,-5,-5.025287914
215.1,-4.997532802,-4.94109429
215.2,-4.990133642,-5.006200571
215.3,-4.977809823,-5.121558304
215.4,-4.960573507,-4.942893946
215.5,-4.938441703,-5.097294083
215.6,-4.911436254,-4.907708575
215.7,-4.87958381,-4.82207098
215.8,-4.842915806,-4.858964477
215.9,-4.801468428,-4.982129084
216,-4.755282581,-4.838258578
216.1,-4.704403845,-4.585476976
216.2,-4.648882429,-4.730236121
216.3,-4.588773128,-4.396868929
216.4,-4.524135262,-4.41797868
216.5,-4.455032621,-4.552074789
216.6,-4.3815334,-4.44542972
216.7,-4.303710135,-4.38515381
216.8,-4.221639628,-4.150741195
216.9,-4.135402871,-4.078630987
217,-4.045084972,-3.951804036
217.1,-3.950775062,-3.97585909
217.2,-3.852566214,-3.826082969
217.3,-3.750555348,-3.787306643
217.4,-3.644843137,-3.600592975
217.5,-3.535533906,-3.647808281
217.6,-3.42273553,-3.479170307
217.7,-3.306559327,-3.136538645
217.8,-3.187119949,-3.234257917
217.9,-3.064535268,-3.100381958
218,-2.938926261,-2.915291877
218.1,-2.810416889,-2.951965374
218.2,-2.679133975,-2.657601127
218.3,-2.545207079,-2.719378321
218.4,-2.408768371,-2.365594167
218.5,-2.269952499,-2.216934976
218.6,-2.128896458,-2.419735342
218.7,-1.985739453,-2.073603858
218.8,-1.840622763,-1.860468918
218.9,-1.693689601,-1.688687247
219,-1.545084972,-1.687823091
219.1,-1.39495553,-1.431558092
219.2,-1.243449436,-1.239065348
219.3,-1.090716207,-1.072173636
219.4,-0.936906573,-0.929160385
219.5,-0.782172325,-0.764472179
219.6,-0.626666168,-0.615273377
219.7,-0.470541567,-0.589695264
219.8,-0.313952598,-0.309398477
219.9,-0.157053795,-0.104805213
220,-4.90E-14,0.018219277
220.1,0.157053795,-0.009147462
220.2,0.313952598,0.262994946
220.3,0.470541567,0.190054323
220.4,0.626666168,0.464930516
220.5,0.782172325,0.741281542
220.6,0.936906573,0.977448266
220.7,1.090716207,1.103236406
220.8,1.243449436,1.153115277
220.9,1.39495553,1.463493362
221,1.545084972,1.503841609
221.1,1.693689601,1.723104994
221.2,1.840622763,1.949800594
221.3,1.985739453,1.972487979
221.4,2.128896458,2.046800206
221.5,2.269952499,2.152366602
221.6,2.408768371,2.384493985
221.7,2.545207079,2.360809533
221.8,2.679133975,2.497197448
221.9,2.810416889,2.634428653
222,2.938926261,2.979830744
222.1,3.064535268,3.084794989
222.2,3.187119949,3.145390024
222.3,3.306559327,3.393649919
222.4,3.42273553,3.290088001
222.5,3.535533906,3.527638771
222.6,3.644843137,3.587092752
222.7,3.750555348,3.665915342
222.8,3.852566214,3.890997559
222.9,3.950775062,4.059191806
223,4.045084972,4.003174906
223.1,4.135402871,3.982645998
223.2,4.221639628,4.34592044
223.3,4.303710135,4.3343807
223.4,4.3815334,4.468041039
223.5,4.455032621,4.442613568
223.6,4.524135262,4.626577501
223.7,4.588773128,4.649718201
223.8,4.648882429,4.674512157
223.9,4.704403845,4.734601712
224,4.755282581,4.601785867
224.1,4.801468428,4.723585959
224.2,4.842915806,4.799646137
224.3,4.87958381,4.823367444
224.4,4.911436254,5.021691869
224.5,4.938441703,4.948366807
224.6,4.960573507,4.908436391
224.7,4.977809823,5.378205391
224.8,4.990133642,4.928294649
224.9,4.997532802,5.031684221
225,5,4.95891914
225.1,4.997532802,4.907932693
225.2,4.990133642,4.866334843
225.3,4.977809823,5.246515711
225.4,4.960573507,5.072547006
225.5,4.938441703,4.847200242
225.6,4.911436254,5.007805025
225.7,4.87958381,4.887829369
225.8,4.842915806,4.903026394
225.9,4.801468428,4.919473759
226,4.755282581,4.644897459
226.1,4.704403845,4.669697806
226.2,4.648882429,4.487854674
226.3,4.588773128,4.584114762
226.4,4.524135262,4.486280086
226.5,4.455032621,4.395386729
226.6,4.3815334,4.43055599
226.7,4.303710135,4.266697443
226.8,4.221639628,4.378169428
226.9,4.135402871,4.107415578
227,4.045084972,3.943840909
227.1,3.950775062,4.006508693
227.2,3.852566214,3.829844752
227.3,3.750555348,3.679623092
227.4,3.644843137,3.639742753
227.5,3.535533906,3.571953601
227.6,3.42273553,3.412487314
227.7,3.306559327,3.300267489
227.8,3.187119949,3.096422849
227.9,3.064535268,3.139355558
228,2.938926261,2.909365503
228.1,2.810416889,2.509155778
228.2,2.679133975,2.503437487
228.3,2.545207079,2.473469502
228.4,2.408768371,2.457726109
228.5,2.269952499,2.336675511
228.6,2.128896458,2.204647542
228.7,1.985739453,1.920276031
228.8,1.840622763,1.798538554
228.9,1.693689601,1.702213865
229,1.545084972,1.292039759
229.1,1.39495553,1.380826932
229.2,1.243449436,1.326461364
229.3,1.090716207,0.788546829
229.4,0.936906573,0.826556864
229.5,0.782172325,0.951061301
229.6,0.626666168,0.65339119
229.7,0.470541567,0.496940954
229.8,0.313952598,0.373510106
229.9,0.157053795,0.210237955
230,3.18470065841971e-14,0.023455767
230.1,-0.157053795,-0.231875061
230.2,-0.313952598,-0.359247492
230.3,-0.470541567,-0.47511066
230.4,-0.626666168,-0.599769377
230.5,-0.782172325,-0.926868471
230.6,-0.936906573,-1.116439055
230.7,-1.090716207,-1.150928474
230.8,-1.243449436,-1.205645309
230.9,-1.39495553,-1.602740124
231,-1.545084972,-1.535346937
231.1,-1.693689601,-1.722900813
231.2,-1.840622763,-1.834025391
231.3,-1.985739453,-2.048136796
231.4,-2.128896458,-2.054976225
231.5,-2.269952499,-2.310909813
231.6,-2.408768371,-2.359301163
231.7,-2.545207079,-2.474884289
231.8,-2.679133975,-2.73454162
231.9,-2.810416889,-2.999885515
232,-2.938926261,-2.82965726
232.1,-3.064535268,-2.850692135
232.2,-3.187119949,-3.278999434
232.3,-3.306559327,-3.269963465
232.4,-3.42273553,-3.311388966
232.5,-3.535533906,-3.390391906
232.6,-3.644843137,-3.489699903
232.7,-3.750555348,-3.921483053
232.8,-3.852566214,-3.853016016
232.9,-3.950775062,-3.996131443
233,-4.045084972,-4.114544471
233.1,-4.135402871,-3.965152047
233.2,-4.221639628,-4.140943497
233.3,-4.303710135,-4.38823665
233.4,-4.3815334,-4.292962204
233.5,-4.455032621,-4.524142073
233.6,-4.524135262,-4.552939561
233.7,-4.588773128,-4.61345577
233.8,-4.648882429,-4.777645448
233.9,-4.704403845,-4.730842244
234,-4.755282581,-4.677803511
234.1,-4.801468428,-4.832900336
234.2,-4.842915806,-4.846597373
234.3,-4.87958381,-4.809830476
234.4,-4.911436254,-4.895376927
234.5,-4.938441703,-4.748161257
234.6,-4.960573507,-4.864278479
234.7,-4.977809823,-5.105369476
234.8,-4.990133642,-4.826205892
234.9,-4.997532802,-5.003330965
235,-5,-5.241562034
235.1,-4.997532802,-4.856346208
235.2,-4.990133642,-5.042726593
235.3,-4.977809823,-5.13530037
235.4,-4.960573507,-5.054968168
235.5,-4.938441703,-5.067909554
235.6,-4.911436254,-4.944845176
235.7,-4.87958381,-4.93964197
235.8,-4.842915806,-4.879602863
235.9,-4.801468428,-4.721708211
236,-4.755282581,-4.912268365
236.1,-4.704403845,-4.703880545
236.2,-4.648882429,-4.537478219
236.3,-4.588773128,-4.587589375
236.4,-4.524135262,-4.441999683
236.5,-4.455032621,-4.531270541
236.6,-4.3815334,-4.354172696
236.7,-4.303710135,-4.381907325
236.8,-4.221639628,-4.242225049
236.9,-4.135402871,-4.184972971
237,-4.045084972,-4.054071538
237.1,-3.950775062,-3.812388052
237.2,-3.852566214,-3.948929275
237.3,-3.750555348,-3.686641391
237.4,-3.644843137,-3.824002884
237.5,-3.535533906,-3.641087222
237.6,-3.42273553,-3.412869265
237.7,-3.306559327,-3.18069732
237.8,-3.187119949,-3.256704077
237.9,-3.064535268,-3.098097362
238,-2.938926261,-2.855785456
238.1,-2.810416889,-2.950800051
238.2,-2.679133975,-2.576280565
238.3,-2.545207079,-2.559175557
238.4,-2.408768371,-2.495378334
238.5,-2.269952499,-2.378990291
238.6,-2.128896458,-2.087617766
238.7,-1.985739453,-1.952215911
238.8,-1.840622763,-1.885386842
238.9,-1.693689601,-1.675200031
239,-1.545084972,-1.685752427
239.1,-1.39495553,-1.374081847
239.2,-1.243449436,-1.21782188
239.3,-1.090716207,-1.194097512
239.4,-0.936906573,-0.85596688
239.5,-0.782172325,-0.787692212
239.6,-0.626666168,-0.539773016
239.7,-0.470541567,-0.381916913
239.8,-0.313952598,-0.313992374
239.9,-0.157053795,-0.089877382
240,-1.47E-14,-0.236721641
240.1,0.157053795,0.074158788
240.2,0.313952598,0.363566502
240.3,0.470541567,0.529525855
240.4,0.626666168,0.542206368
240.5,0.782172325,0.876277363
240.6,0.936906573,0.994977481
240.7,1.090716207,1.083205793
240.8,1.243449436,1.329876166
240.9,1.39495553,1.439962089
241,1.545084972,1.567564291
241.1,1.693689601,1.680679551
241.2,1.840622763,1.894936395
241.3,1.985739453,2.087717413
241.4,2.128896458,2.165926008
241.5,2.269952499,2.178193382
241.6,2.408768371,2.397221278
241.7,2.545207079,2.365164314
241.8,2.679133975,2.586618199
241.9,2.810416889,2.827628592
242,2.938926261,2.92184812
242.1,3.064535268,3.124610237
242.2,3.187119949,3.141165184
242.3,3.306559327,3.289677844
242.4,3.42273553,3.342137672
242.5,3.535533906,3.568249412
242.6,3.644843137,3.636796722
242.7,3.750555348,3.6490826
242.8,3.852566214,3.769216824
242.9,3.950775062,3.880287928
243,4.045084972,4.002615636
243.1,4.135402871,4.172773625
243.2,4.221639628,4.266018986
243.3,4.303710135,4.26422773
243.4,4.3815334,4.326723107
243.5,4.455032621,4.455231582
243.6,4.524135262,4.635236094
243.7,4.588773128,4.696135869
243.8,4.648882429,4.647479313
243.9,4.704403845,4.702605681
244,4.755282581,4.638733263
244.1,4.801468428,4.750496575
244.2,4.842915806,4.93429548
244.3,4.87958381,5.120451881
244.4,4.911436254,4.985709691
244.5,4.938441703,4.907741174
244.6,4.960573507,4.979793283
244.7,4.977809823,4.99209024
244.8,4.990133642,5.020666037
244.9,4.997532802,5.054921184
245,5,4.964209017
245.1,4.997532802,4.852979106
245.2,4.990133642,4.915267992
245.3,4.977809823,5.124914047
245.4,4.960573507,4.950315319
245.5,4.938441703,4.894655218
245.6,4.911436254,5.044570893
245.7,4.87958381,5.043755502
245.8,4.842915806,4.94396096
245.9,4.801468428,4.793961325
246,4.755282581,4.880813692
246.1,4.704403845,4.840383732
246.2,4.648882429,4.53764541
246.3,4.588773128,4.59752519
246.4,4.524135262,4.530649617
246.5,4.455032621,4.345668753
246.6,4.3815334,4.266102336
246.7,4.303710135,4.268914054
246.8,4.221639628,4.397467197
246.9,4.135402871,4.108432076
247,4.045084972,3.997720756
247.1,3.950775062,4.04608297
247.2,3.852566214,3.850690066
247.3,3.750555348,3.884116581
247.4,3.644843137,3.675593126
247.5,3.535533906,3.60234695
247.6,3.42273553,3.386241282
247.7,3.306559327,3.369919077
247.8,3.187119949,3.263553475
247.9,3.064535268,3.080343021
248,2.938926261,2.967756214
248.1,2.810416889,2.925646049
248.2,2.679133975,2.922943496
248.3,2.545207079,2.651982662
248.4,2.408768371,2.513775621
248.5,2.269952499,2.129992374
248.6,2.128896458,1.983538852
248.7,1.985739453,1.9654455
248.8,1.840622763,1.906359263
248.9,1.693689601,1.690456111
249,1.545084972,1.481231884
249.1,1.39495553,1.437595404
249.2,1.243449436,1.094483073
249.3,1.090716207,1.149005793
249.4,0.936906573,0.793093009
249.5,0.782172325,0.708736987
249.6,0.626666168,0.738046483
249.7,0.470541567,0.466072012
249.8,0.313952598,0.466115829
249.9,0.157053795,0.119139592
250,-2.46E-15,-0.016159554
250.1,-0.157053795,-0.131499511
